"raw_name","clean_name","query_name","name_category","n_distinct_groups","group_conflict","taxa_group","usageKey","scientificName","canonicalName","rank","code","status","type","formattedName","matchType","confidence","timeTaken","domain","kingdom","phylum","subphylum","infraphylum","parvphylum","megaclass","class","domainKey","kingdomKey","phylumKey","subphylumKey","infraphylumKey","parvphylumKey","megaclassKey","classKey","value","verbatim_name","verbatim_kingdom","verbatim_phylum","verbatim_class","verbatim_checklistKey","is_alternative","authorship","genericName","specificEpithet","order","family","subfamily","genus","species","orderKey","familyKey","subfamilyKey","genusKey","speciesKey","infraspecificEpithet","subspecies","subspeciesKey","acceptedUsageKey","acceptedScientificName","note","superorder","superorderKey","form","formKey","suborder","infraorder","suborderKey","infraorderKey","subclass","infraclass","subclassKey","infraclassKey","infragenericEpithet","tribe","subgenus","tribeKey","subgenusKey","superfamily","superfamilyKey","series_zoology","supertribe","subtribe","series_zoologyKey","supertribeKey","subtribeKey","is_synonym","final_usageKey","coarsest_rank","match_status"
"Melopelia asiatica mearnsi","Melopelia asiatica mearnsi","Melopelia asiatica mearnsi","full_name",1,FALSE,"bird","V2","Aves","Zenaida asiatica mearnsi","CLASS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Aves</i>","HIGHERRANK",100,19,"Eukaryota",NA,NA,"Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda",NA,"CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melopelia asiatica mearnsi",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"7KW86","class","manual"
"Melopsittacus undulatus","Melopsittacus undulatus","Melopsittacus undulatus","full_name",1,FALSE,"bird","3ZN3R","Melopsittacus undulatus (Shaw, 1805)","Melopsittacus undulatus","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melopsittacus</i> <i>undulatus</i> (Shaw, 1805)","EXACT",100,11,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melopsittacus undulatus",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Shaw, 1805)","Melopsittacus","undulatus","Psittaciformes","Psittaculidae",NA,"Melopsittacus","Melopsittacus undulatus","3X7","C3KV6",NA,"5NW2","3ZN3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"3ZN3R","class","matched"
"Melopyrrha portoricensis","Melopyrrha portoricensis","Melopyrrha portoricensis","full_name",1,FALSE,"bird","9G84H","Melopyrrha portoricensis (Daudin, 1800)","Melopyrrha portoricensis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melopyrrha</i> <i>portoricensis</i> (Daudin, 1800)","EXACT",100,19,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melopyrrha portoricensis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Daudin, 1800)","Melopyrrha","portoricensis","Passeriformes","Thraupidae",NA,"Melopyrrha","Melopyrrha portoricensis","3RL","H87",NA,"5NW3","9G84H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"9G84H","class","matched"
"Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","full_name",1,FALSE,"bird","3ZN53","Melospiza georgiana (Latham, 1790)","Melospiza georgiana","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>georgiana</i> (Latham, 1790)","EXACT",100,8,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza georgiana",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Latham, 1790)","Melospiza","georgiana","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza georgiana","3RL","9G6YK",NA,"62YTB","3ZN53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"3ZN53","class","matched"
"Melospiza georgiana georgiana","Melospiza georgiana georgiana","Melospiza georgiana georgiana","full_name",1,FALSE,"bird","5JMMZ","Melospiza georgiana georgiana (Latham, 1790)","Melospiza georgiana georgiana","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>georgiana</i> <i>georgiana</i> (Latham, 1790)","EXACT",100,13,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza georgiana georgiana",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Latham, 1790)","Melospiza","georgiana","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza georgiana","3RL","9G6YK",NA,"62YTB","3ZN53","georgiana","Melospiza georgiana georgiana","5JMMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMMZ","class","matched"
"Melospiza georgiana nigrescens","Melospiza georgiana nigrescens","Melospiza georgiana nigrescens","full_name",1,FALSE,"bird","BNNK4","Melospiza georgiana nigrescens G. M. Bond & Stewart, 1951","Melospiza georgiana nigrescens","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>georgiana</i> <i>nigrescens</i> G. M. Bond & Stewart, 1951","EXACT",100,15,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza georgiana nigrescens",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"G. M. Bond & Stewart, 1951","Melospiza","georgiana","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza georgiana","3RL","9G6YK",NA,"62YTB","3ZN53","nigrescens","Melospiza georgiana nigrescens","BNNK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"BNNK4","class","matched"
"Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii","full_name",1,FALSE,"bird","3ZN54","Melospiza lincolnii (Audubon, 1834)","Melospiza lincolnii","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>lincolnii</i> (Audubon, 1834)","EXACT",100,3,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza lincolnii",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Audubon, 1834)","Melospiza","lincolnii","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza lincolnii","3RL","9G6YK",NA,"62YTB","3ZN54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"3ZN54","class","matched"
"Melospiza melodia","Melospiza melodia","Melospiza melodia","full_name",1,FALSE,"bird","3ZN55","Melospiza melodia (A. Wilson, 1810)","Melospiza melodia","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> (A. Wilson, 1810)","EXACT",100,4,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(A. Wilson, 1810)","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"3ZN55","class","matched"
"Melospiza melodia cleonensis","Melospiza melodia cleonensis","Melospiza melodia cleonensis","full_name",1,FALSE,"bird","5JMNB","Melospiza melodia cleonensis McGregor, 1899","Melospiza melodia cleonensis","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>cleonensis</i> McGregor, 1899","EXACT",100,14,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia cleonensis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"McGregor, 1899","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","cleonensis","Melospiza melodia cleonensis","5JMNB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMNB","class","matched"
"Melospiza melodia gouldii","Melospiza melodia gouldii","Melospiza melodia gouldii","full_name",1,FALSE,"bird","5JMNJ","Melospiza melodia gouldii S. F. Baird, 1858","Melospiza melodia gouldii","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>gouldii</i> S. F. Baird, 1858","EXACT",100,13,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia gouldii",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"S. F. Baird, 1858","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","gouldii","Melospiza melodia gouldii","5JMNJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMNJ","class","matched"
"Melospiza melodia graminea","Melospiza melodia graminea","Melospiza melodia graminea","full_name",1,FALSE,"bird","5JMNL","Melospiza melodia graminea C. H. Townsend, 1890","Melospiza melodia graminea","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>graminea</i> C. H. Townsend, 1890","EXACT",100,14,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia graminea",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"C. H. Townsend, 1890","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","graminea","Melospiza melodia graminea","5JMNL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMNL","class","matched"
"Melospiza melodia heermanni","Melospiza melodia heermanni","Melospiza melodia heermanni","full_name",1,FALSE,"bird","5JMNM","Melospiza melodia heermanni S. F. Baird, 1858","Melospiza melodia heermanni","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>heermanni</i> S. F. Baird, 1858","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia heermanni",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"S. F. Baird, 1858","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","heermanni","Melospiza melodia heermanni","5JMNM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMNM","class","matched"
"Melospiza melodia inexpectata","Melospiza melodia inexpectata","Melospiza melodia inexpectata","full_name",1,FALSE,"bird","5JMNN","Melospiza melodia inexpectata Riley, 1911","Melospiza melodia inexpectata","SUBSPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>inexpectata</i> Riley, 1911","EXACT",100,17,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Melospiza melodia inexpectata",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Riley, 1911","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","inexpectata","Melospiza melodia merrilli","5JMNX","5JMNX","Melospiza melodia merrilli Brewster, 1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"5JMNX","class","matched"
"Melospiza melodia merrilli","Melospiza melodia merrilli","Melospiza melodia merrilli","full_name",1,FALSE,"bird","5JMNX","Melospiza melodia merrilli Brewster, 1896","Melospiza melodia merrilli","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>merrilli</i> Brewster, 1896","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia merrilli",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Brewster, 1896","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","merrilli","Melospiza melodia merrilli","5JMNX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMNX","class","matched"
"Melospiza melodia mexicana","Melospiza melodia mexicana","Melospiza melodia mexicana","full_name",1,FALSE,"bird","5JMNY","Melospiza melodia mexicana Ridgway, 1874","Melospiza melodia mexicana","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>mexicana</i> Ridgway, 1874","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia mexicana",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Ridgway, 1874","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","mexicana","Melospiza melodia mexicana","5JMNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMNY","class","matched"
"Melospiza melodia montana","Melospiza melodia montana","Melospiza melodia montana","full_name",1,FALSE,"bird","5JMP2","Melospiza melodia montana Henshaw, 1884","Melospiza melodia montana","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>montana</i> Henshaw, 1884","EXACT",100,11,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia montana",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Henshaw, 1884","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","montana","Melospiza melodia montana","5JMP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMP2","class","matched"
"Melospiza melodia morphna","Melospiza melodia morphna","Melospiza melodia morphna","full_name",1,FALSE,"bird","5JMP3","Melospiza melodia morphna Oberholser, 1899","Melospiza melodia morphna","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melospiza</i> <i>melodia</i> <i>morphna</i> Oberholser, 1899","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melospiza melodia morphna",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Oberholser, 1899","Melospiza","melodia","Passeriformes","Passerellidae",NA,"Melospiza","Melospiza melodia","3RL","9G6YK",NA,"62YTB","3ZN55","morphna","Melospiza melodia morphna","5JMP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMP3","class","matched"
"Melozone aberti","Melozone aberti","Melozone aberti","full_name",1,FALSE,"bird","6QY9M","Melozone aberti (S. F. Baird, 1852)","Melozone aberti","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melozone</i> <i>aberti</i> (S. F. Baird, 1852)","EXACT",100,8,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melozone aberti",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(S. F. Baird, 1852)","Melozone","aberti","Passeriformes","Passerellidae",NA,"Melozone","Melozone aberti","3RL","9G6YK",NA,"5NWH","6QY9M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"6QY9M","class","matched"
"Melozone albicollis","Melozone albicollis","Melozone albicollis","full_name",1,FALSE,"bird","6R9XM","Melozone albicollis (P. L. Sclater, 1858)","Melozone albicollis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melozone</i> <i>albicollis</i> (P. L. Sclater, 1858)","EXACT",100,8,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melozone albicollis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(P. L. Sclater, 1858)","Melozone","albicollis","Passeriformes","Passerellidae",NA,"Melozone","Melozone albicollis","3RL","9G6YK",NA,"5NWH","6R9XM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"6R9XM","class","matched"
"Melozone biarcuata","Melozone biarcuata","Melozone biarcuata","full_name",1,FALSE,"bird","9G69X","Melozone biarcuata (Prévost & Des Murs, 1842)","Melozone biarcuata","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melozone</i> <i>biarcuata</i> (Prévost & Des Murs, 1842)","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melozone biarcuata",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Prévost & Des Murs, 1842)","Melozone","biarcuata","Passeriformes","Passerellidae",NA,"Melozone","Melozone biarcuata","3RL","9G6YK",NA,"5NWH","9G69X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"9G69X","class","matched"
"Melozone biarcuatum","Melozone biarcuatum","Melozone biarcuatum","full_name",1,FALSE,"bird","9G69W","Melozone biarcuatum (Prévost & Des Murs, 1842)","Melozone biarcuatum","SPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Melozone</i> <i>biarcuatum</i> (Prévost & Des Murs, 1842)","EXACT",100,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Melozone biarcuatum",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Prévost & Des Murs, 1842)","Melozone","biarcuatum","Passeriformes","Passerellidae",NA,"Melozone","Melozone biarcuata","3RL","9G6YK",NA,"5NWH","9G69X",NA,NA,NA,"9G69X","Melozone biarcuata (Prévost & Des Murs, 1842)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"9G69X","class","matched"
"Melozone cabanis","Melozone cabanis","Melozone cabanis","full_name",1,FALSE,"bird","739XM","Melozone cabanisi (P. L. Sclater & Salvin, 1868)","Melozone cabanisi","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melozone</i> <i>cabanisi</i> (P. L. Sclater & Salvin, 1868)","VARIANT",97,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melozone cabanis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(P. L. Sclater & Salvin, 1868)","Melozone","cabanisi","Passeriformes","Passerellidae",NA,"Melozone","Melozone cabanisi","3RL","9G6YK",NA,"5NWH","739XM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"739XM","class","matched"
"Melozone cabanisi","Melozone cabanisi","Melozone cabanisi","full_name",1,FALSE,"bird","739XM","Melozone cabanisi (P. L. Sclater & Salvin, 1868)","Melozone cabanisi","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melozone</i> <i>cabanisi</i> (P. L. Sclater & Salvin, 1868)","EXACT",100,8,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melozone cabanisi",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(P. L. Sclater & Salvin, 1868)","Melozone","cabanisi","Passeriformes","Passerellidae",NA,"Melozone","Melozone cabanisi","3RL","9G6YK",NA,"5NWH","739XM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"739XM","class","matched"
"Melozone crissalis","Melozone crissalis","Melozone crissalis","full_name",1,FALSE,"bird","6QXXL","Melozone crissalis (Vigors, 1839)","Melozone crissalis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melozone</i> <i>crissalis</i> (Vigors, 1839)","EXACT",100,4,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melozone crissalis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Vigors, 1839)","Melozone","crissalis","Passeriformes","Passerellidae",NA,"Melozone","Melozone crissalis","3RL","9G6YK",NA,"5NWH","6QXXL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"6QXXL","class","matched"
"Melozone crissalis albigula","Melozone crissalis albigula","Melozone crissalis albigula","full_name",1,FALSE,"bird","5JMPK","Melozone crissalis albigula (S. F. Baird, 1860)","Melozone crissalis albigula","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Melozone</i> <i>crissalis</i> <i>albigula</i> (S. F. Baird, 1860)","EXACT",100,13,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Melozone crissalis albigula",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(S. F. Baird, 1860)","Melozone","crissalis","Passeriformes","Passerellidae",NA,"Melozone","Melozone crissalis","3RL","9G6YK",NA,"5NWH","6QXXL","albigula","Melozone crissalis albigula","5JMPK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5JMPK","class","matched"
